University_Roll_No,College_Name,Batch,Semester,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Subject_6,Semester_Avg,Overall_Avg
120111,College_2,1,7,42,53,97,90,50,82,69.0,66.9375
120111,College_2,1,8,63,92,47,74,40,61,62.833333333333336,66.9375
120112,College_2,1,1,85,54,93,96,44,45,69.5,70.5625
120112,College_2,1,2,81,51,81,96,74,60,73.83333333333333,70.5625
120112,College_2,1,3,95,82,80,66,64,40,71.16666666666667,70.5625
120112,College_2,1,4,77,89,96,84,72,55,78.83333333333333,70.5625
120112,College_2,1,5,68,52,56,87,49,46,59.666666666666664,70.5625
120112,College_2,1,6,46,86,41,52,65,63,58.833333333333336,70.5625
120112,College_2,1,7,86,40,55,59,64,80,64.0,70.5625
120112,College_2,1,8,92,100,79,98,86,77,88.66666666666667,70.5625
120113,College_2,1,1,69,57,80,51,51,65,62.166666666666664,63.666666666666664
120113,College_2,1,2,78,42,41,50,74,87,62.0,63.666666666666664
120113,College_2,1,3,99,63,65,92,41,42,67.0,63.666666666666664
120113,College_2,1,4,90,52,47,98,69,55,68.5,63.666666666666664
120113,College_2,1,5,96,47,40,50,45,47,54.166666666666664,63.666666666666664
120113,College_2,1,6,80,45,44,65,100,42,62.666666666666664,63.666666666666664
120113,College_2,1,7,41,91,97,90,53,88,76.66666666666667,63.666666666666664
120113,College_2,1,8,51,64,44,54,60,64,56.166666666666664,63.666666666666664
120114,College_2,1,1,43,90,42,72,80,84,68.5,74.22916666666667
120114,College_2,1,2,99,59,71,85,42,74,71.66666666666667,74.22916666666667
120114,College_2,1,3,79,100,95,98,60,100,88.66666666666667,74.22916666666667
120114,College_2,1,4,62,91,75,94,89,44,75.83333333333333,74.22916666666667
120114,College_2,1,5,40,71,87,78,57,77,68.33333333333333,74.22916666666667
120114,College_2,1,6,74,91,99,49,92,57,77.0,74.22916666666667
120114,College_2,1,7,48,74,77,68,65,94,71.0,74.22916666666667
120114,College_2,1,8,71,86,60,40,91,89,72.83333333333333,74.22916666666667
120115,College_2,1,1,83,87,48,83,41,51,65.5,67.41666666666667
120115,College_2,1,2,44,76,85,62,91,46,67.33333333333333,67.41666666666667
120115,College_2,1,3,79,77,96,79,99,47,79.5,67.41666666666667
120115,College_2,1,4,87,79,45,68,49,57,64.16666666666667,67.41666666666667
120115,College_2,1,5,70,84,54,78,64,63,68.83333333333333,67.41666666666667
120115,College_2,1,6,42,54,43,84,99,83,67.5,67.41666666666667
120115,College_2,1,7,47,74,76,45,46,68,59.333333333333336,67.41666666666667
120115,College_2,1,8,65,61,80,47,98,52,67.16666666666667,67.41666666666667
120116,College_2,1,1,43,88,42,43,56,95,61.166666666666664,70.20833333333333
120116,College_2,1,2,76,73,60,80,62,82,72.16666666666667,70.20833333333333
120116,College_2,1,3,93,40,53,87,42,75,65.0,70.20833333333333
120116,College_2,1,4,82,93,95,89,63,98,86.66666666666667,70.20833333333333
120116,College_2,1,5,77,71,60,77,94,81,76.66666666666667,70.20833333333333
120116,College_2,1,6,79,72,49,93,73,54,70.0,70.20833333333333
120116,College_2,1,7,81,61,94,58,61,55,68.33333333333333,70.20833333333333
120116,College_2,1,8,76,43,69,43,99,40,61.666666666666664,70.20833333333333
120117,College_2,1,1,55,68,89,76,78,92,76.33333333333333,67.85416666666667
120117,College_2,1,2,85,59,46,57,71,45,60.5,67.85416666666667
120117,College_2,1,3,45,91,42,57,78,52,60.833333333333336,67.85416666666667
120117,College_2,1,4,50,69,58,94,41,62,62.333333333333336,67.85416666666667
120117,College_2,1,5,58,81,63,57,98,80,72.83333333333333,67.85416666666667
120117,College_2,1,6,94,86,41,82,52,55,68.33333333333333,67.85416666666667
120117,College_2,1,7,71,85,72,99,87,54,78.0,67.85416666666667
120117,College_2,1,8,66,94,54,40,40,88,63.666666666666664,67.85416666666667
120118,College_2,1,1,95,86,51,72,89,45,73.0,67.97916666666667
120118,College_2,1,2,75,75,66,45,98,66,70.83333333333333,67.97916666666667
120118,College_2,1,3,78,59,62,57,40,48,57.333333333333336,67.97916666666667
120118,College_2,1,4,71,44,67,57,96,50,64.16666666666667,67.97916666666667
120118,College_2,1,5,100,65,80,62,74,54,72.5,67.97916666666667
120118,College_2,1,6,43,56,60,75,42,50,54.333333333333336,67.97916666666667
120118,College_2,1,7,66,95,75,98,100,77,85.16666666666667,67.97916666666667
120118,College_2,1,8,84,96,48,69,52,50,66.5,67.97916666666667
120119,College_2,1,1,94,50,75,71,69,45,67.33333333333333,69.33333333333333
120119,College_2,1,2,46,97,55,61,57,87,67.16666666666667,69.33333333333333
120119,College_2,1,3,60,66,77,40,77,70,65.0,69.33333333333333
120119,College_2,1,4,59,74,61,63,63,46,61.0,69.33333333333333
120119,College_2,1,5,58,86,91,91,49,64,73.16666666666667,69.33333333333333
120119,College_2,1,6,89,68,63,100,56,68,74.0,69.33333333333333
120119,College_2,1,7,79,75,59,42,91,90,72.66666666666667,69.33333333333333
120119,College_2,1,8,60,64,80,94,62,86,74.33333333333333,69.33333333333333
120120,College_2,1,1,88,83,52,53,98,69,73.83333333333333,71.1875
120120,College_2,1,2,61,96,55,85,92,71,76.66666666666667,71.1875
120120,College_2,1,3,97,52,60,89,40,73,68.5,71.1875
120120,College_2,1,4,53,71,100,96,88,88,82.66666666666667,71.1875
120120,College_2,1,5,40,87,53,80,51,61,62.0,71.1875
120120,College_2,1,6,67,45,73,40,94,94,68.83333333333333,71.1875
120120,College_2,1,7,92,72,81,40,90,55,71.66666666666667,71.1875
120120,College_2,1,8,66,65,98,44,52,67,65.33333333333333,71.1875
120121,College_2,1,1,97,58,85,43,44,42,61.5,68.72916666666667
120121,College_2,1,2,47,71,47,97,96,45,67.16666666666667,68.72916666666667
120121,College_2,1,3,94,52,44,69,44,43,57.666666666666664,68.72916666666667
120121,College_2,1,4,76,92,94,70,63,43,73.0,68.72916666666667
120121,College_2,1,5,53,48,51,82,77,80,65.16666666666667,68.72916666666667
120121,College_2,1,6,69,59,94,62,86,91,76.83333333333333,68.72916666666667
120121,College_2,1,7,95,50,60,60,93,78,72.66666666666667,68.72916666666667
120121,College_2,1,8,92,87,66,55,68,87,75.83333333333333,68.72916666666667
120122,College_2,1,1,93,43,74,72,90,78,75.0,68.125
120122,College_2,1,2,54,67,100,100,64,52,72.83333333333333,68.125
120122,College_2,1,3,43,57,63,91,51,100,67.5,68.125
120122,College_2,1,4,69,54,55,65,79,46,61.333333333333336,68.125
120122,College_2,1,5,62,41,60,44,66,50,53.833333333333336,68.125
120122,College_2,1,6,65,76,83,95,57,92,78.0,68.125
120122,College_2,1,7,67,56,58,61,90,98,71.66666666666667,68.125
120122,College_2,1,8,49,81,58,41,61,99,64.83333333333333,68.125
120123,College_2,1,1,95,76,59,89,90,44,75.5,70.22916666666667
120123,College_2,1,2,80,91,99,95,53,63,80.16666666666667,70.22916666666667
120123,College_2,1,3,55,59,58,42,65,65,57.333333333333336,70.22916666666667
120123,College_2,1,4,75,83,51,43,76,94,70.33333333333333,70.22916666666667
120123,College_2,1,5,83,89,72,68,99,40,75.16666666666667,70.22916666666667
120123,College_2,1,6,58,50,89,90,91,53,71.83333333333333,70.22916666666667
120123,College_2,1,7,61,86,83,74,45,89,73.0,70.22916666666667
120123,College_2,1,8,53,54,53,89,57,45,58.5,70.22916666666667
120124,College_2,1,1,73,72,67,51,92,67,70.33333333333333,67.54166666666667
120124,College_2,1,2,81,57,61,70,82,42,65.5,67.54166666666667
120124,College_2,1,3,46,94,61,89,93,75,76.33333333333333,67.54166666666667
120124,College_2,1,4,65,42,47,85,76,67,63.666666666666664,67.54166666666667
120124,College_2,1,5,79,66,51,41,89,54,63.333333333333336,67.54166666666667
120124,College_2,1,6,74,87,63,49,45,79,66.16666666666667,67.54166666666667
120124,College_2,1,7,93,91,84,41,46,57,68.66666666666667,67.54166666666667
120124,College_2,1,8,99,48,58,85,62,46,66.33333333333333,67.54166666666667
120125,College_2,1,1,90,79,53,65,99,49,72.5,72.91666666666667
120125,College_2,1,2,40,58,47,90,99,79,68.83333333333333,72.91666666666667
120125,College_2,1,3,59,53,78,98,89,99,79.33333333333333,72.91666666666667
120125,College_2,1,4,51,96,61,49,77,94,71.33333333333333,72.91666666666667
120125,College_2,1,5,57,58,80,57,55,78,64.16666666666667,72.91666666666667
120125,College_2,1,6,51,90,58,85,64,81,71.5,72.91666666666667
120125,College_2,1,7,70,91,46,85,92,72,76.0,72.91666666666667
120125,College_2,1,8,88,69,89,92,91,49,79.66666666666667,72.91666666666667
120126,College_2,1,1,78,95,41,63,63,60,66.66666666666667,64.54166666666667
120126,College_2,1,2,49,68,60,84,88,94,73.83333333333333,64.54166666666667
120126,College_2,1,3,70,86,51,41,45,84,62.833333333333336,64.54166666666667
120126,College_2,1,4,72,45,86,95,62,50,68.33333333333333,64.54166666666667
120126,College_2,1,5,41,43,89,73,56,81,63.833333333333336,64.54166666666667
120126,College_2,1,6,100,72,55,94,54,43,69.66666666666667,64.54166666666667
120126,College_2,1,7,87,41,52,65,52,43,56.666666666666664,64.54166666666667
120126,College_2,1,8,62,46,55,42,44,78,54.5,64.54166666666667
120127,College_2,1,1,87,51,70,93,98,44,73.83333333333333,69.375
120127,College_2,1,2,49,58,69,92,55,85,68.0,69.375
120127,College_2,1,3,97,71,79,51,49,55,67.0,69.375
120127,College_2,1,4,54,59,45,99,58,67,63.666666666666664,69.375
120127,College_2,1,5,46,55,72,80,83,44,63.333333333333336,69.375
120127,College_2,1,6,71,89,46,78,72,50,67.66666666666667,69.375
120127,College_2,1,7,97,82,68,50,83,79,76.5,69.375
120127,College_2,1,8,96,82,40,98,49,85,75.0,69.375
120128,College_2,1,1,95,84,40,94,89,94,82.66666666666667,73.16666666666667
120128,College_2,1,2,95,73,81,76,78,93,82.66666666666667,73.16666666666667
120128,College_2,1,3,74,95,59,79,55,63,70.83333333333333,73.16666666666667
120128,College_2,1,4,52,55,71,53,51,89,61.833333333333336,73.16666666666667
120128,College_2,1,5,86,92,59,61,89,91,79.66666666666667,73.16666666666667
120128,College_2,1,6,79,60,53,97,80,96,77.5,73.16666666666667
120128,College_2,1,7,91,55,66,42,84,48,64.33333333333333,73.16666666666667
120128,College_2,1,8,66,76,92,70,51,40,65.83333333333333,73.16666666666667
120129,College_2,1,1,82,78,54,41,78,73,67.66666666666667,66.75
120129,College_2,1,2,40,57,56,65,52,43,52.166666666666664,66.75
120129,College_2,1,3,87,63,54,70,71,58,67.16666666666667,66.75
120129,College_2,1,4,98,96,94,66,95,57,84.33333333333333,66.75
120129,College_2,1,5,60,85,60,48,72,82,67.83333333333333,66.75
120129,College_2,1,6,85,66,91,78,46,99,77.5,66.75
120129,College_2,1,7,81,55,48,45,42,43,52.333333333333336,66.75
120129,College_2,1,8,43,86,41,100,44,76,65.0,66.75
120130,College_2,1,1,64,65,83,41,86,86,70.83333333333333,73.33333333333333
120130,College_2,1,2,72,88,96,46,81,92,79.16666666666667,73.33333333333333
120130,College_2,1,3,50,93,60,77,91,78,74.83333333333333,73.33333333333333
120130,College_2,1,4,94,65,91,98,55,48,75.16666666666667,73.33333333333333
120130,College_2,1,5,69,54,85,49,61,91,68.16666666666667,73.33333333333333
120130,College_2,1,6,96,82,67,55,95,50,74.16666666666667,73.33333333333333
120130,College_2,1,7,57,79,76,51,61,86,68.33333333333333,73.33333333333333
120130,College_2,1,8,61,91,99,54,58,93,76.0,73.33333333333333
120131,College_2,1,1,50,94,53,56,94,100,74.5,70.5
120131,College_2,1,2,91,60,60,56,93,60,70.0,70.5
120131,College_2,1,3,96,75,71,66,72,96,79.33333333333333,70.5
120131,College_2,1,4,73,63,56,43,75,89,66.5,70.5
120131,College_2,1,5,44,99,82,67,40,97,71.5,70.5
120131,College_2,1,6,53,69,65,78,99,74,73.0,70.5
120131,College_2,1,7,79,81,59,97,44,70,71.66666666666667,70.5
120131,College_2,1,8,62,57,42,56,40,88,57.5,70.5
120132,College_2,1,1,71,83,58,97,83,56,74.66666666666667,72.45833333333333
120132,College_2,1,2,58,69,86,48,73,100,72.33333333333333,72.45833333333333
120132,College_2,1,3,94,93,59,98,97,87,88.0,72.45833333333333
120132,College_2,1,4,73,61,73,80,50,76,68.83333333333333,72.45833333333333
120132,College_2,1,5,79,43,55,88,80,99,74.0,72.45833333333333
120132,College_2,1,6,86,58,82,70,47,61,67.33333333333333,72.45833333333333
120132,College_2,1,7,49,68,68,42,62,64,58.833333333333336,72.45833333333333
120132,College_2,1,8,48,45,92,96,80,93,75.66666666666667,72.45833333333333
120133,College_2,1,1,58,44,63,64,57,77,60.5,68.14583333333333
120133,College_2,1,2,63,47,78,81,94,59,70.33333333333333,68.14583333333333
120133,College_2,1,3,70,60,77,97,43,66,68.83333333333333,68.14583333333333
120133,College_2,1,4,88,45,49,56,62,73,62.166666666666664,68.14583333333333
120133,College_2,1,5,80,86,50,42,63,77,66.33333333333333,68.14583333333333
120133,College_2,1,6,81,50,41,48,87,69,62.666666666666664,68.14583333333333
120133,College_2,1,7,99,67,44,62,90,89,75.16666666666667,68.14583333333333
120133,College_2,1,8,94,62,76,92,65,86,79.16666666666667,68.14583333333333
120134,College_2,1,1,72,50,69,65,68,69,65.5,69.10416666666667
120134,College_2,1,2,40,91,54,80,71,80,69.33333333333333,69.10416666666667
120134,College_2,1,3,71,77,60,57,66,61,65.33333333333333,69.10416666666667
120134,College_2,1,4,53,74,69,92,76,51,69.16666666666667,69.10416666666667
120134,College_2,1,5,56,72,66,94,58,75,70.16666666666667,69.10416666666667
120134,College_2,1,6,55,67,61,98,48,96,70.83333333333333,69.10416666666667
120134,College_2,1,7,50,75,78,93,80,74,75.0,69.10416666666667
120134,College_2,1,8,50,69,41,100,71,74,67.5,69.10416666666667
120135,College_2,1,1,74,79,85,53,94,44,71.5,73.27083333333333
120135,College_2,1,2,76,62,88,74,54,86,73.33333333333333,73.27083333333333
120135,College_2,1,3,97,63,88,41,54,73,69.33333333333333,73.27083333333333
120135,College_2,1,4,48,83,70,69,92,59,70.16666666666667,73.27083333333333
120135,College_2,1,5,64,93,57,90,60,54,69.66666666666667,73.27083333333333
120135,College_2,1,6,95,73,80,93,53,93,81.16666666666667,73.27083333333333
120135,College_2,1,7,70,40,100,92,59,93,75.66666666666667,73.27083333333333
120135,College_2,1,8,59,98,80,54,64,97,75.33333333333333,73.27083333333333
120136,College_2,1,1,83,97,99,73,74,92,86.33333333333333,69.4375
120136,College_2,1,2,50,78,65,57,89,82,70.16666666666667,69.4375
120136,College_2,1,3,96,48,61,68,95,55,70.5,69.4375
120136,College_2,1,4,44,57,79,56,53,43,55.333333333333336,69.4375
120136,College_2,1,5,51,65,49,94,68,60,64.5,69.4375
120136,College_2,1,6,52,62,56,76,96,52,65.66666666666667,69.4375
120136,College_2,1,7,59,67,98,62,88,46,70.0,69.4375
120136,College_2,1,8,71,89,67,79,66,66,73.0,69.4375
120137,College_2,1,1,58,100,41,85,47,71,67.0,70.47916666666667
120137,College_2,1,2,98,92,93,93,76,56,84.66666666666667,70.47916666666667
120137,College_2,1,3,90,96,98,61,76,48,78.16666666666667,70.47916666666667
120137,College_2,1,4,67,50,77,85,62,83,70.66666666666667,70.47916666666667
120137,College_2,1,5,63,45,79,84,54,95,70.0,70.47916666666667
120137,College_2,1,6,43,42,73,62,47,50,52.833333333333336,70.47916666666667
120137,College_2,1,7,80,100,76,80,63,63,77.0,70.47916666666667
120137,College_2,1,8,40,73,70,40,64,94,63.5,70.47916666666667
120138,College_2,1,1,60,55,90,90,71,52,69.66666666666667,70.875
120138,College_2,1,2,96,58,86,60,73,100,78.83333333333333,70.875
120138,College_2,1,3,88,62,76,55,40,51,62.0,70.875
120138,College_2,1,4,53,80,47,78,74,79,68.5,70.875
120138,College_2,1,5,100,59,99,91,50,86,80.83333333333333,70.875
120138,College_2,1,6,60,74,79,56,82,91,73.66666666666667,70.875
120138,College_2,1,7,50,47,42,74,46,93,58.666666666666664,70.875
120138,College_2,1,8,88,76,95,41,83,66,74.83333333333333,70.875
120139,College_2,1,1,63,90,81,75,93,97,83.16666666666667,69.64583333333333
120139,College_2,1,2,67,44,61,50,61,66,58.166666666666664,69.64583333333333
120139,College_2,1,3,63,91,65,88,41,49,66.16666666666667,69.64583333333333
120139,College_2,1,4,100,77,88,56,58,42,70.16666666666667,69.64583333333333
120139,College_2,1,5,97,71,55,87,73,92,79.16666666666667,69.64583333333333
120139,College_2,1,6,61,90,66,42,49,67,62.5,69.64583333333333
120139,College_2,1,7,72,45,87,85,65,100,75.66666666666667,69.64583333333333
120139,College_2,1,8,53,50,66,53,64,87,62.166666666666664,69.64583333333333
120140,College_2,1,1,41,41,52,75,99,85,65.5,67.70833333333333
120140,College_2,1,2,97,60,60,75,45,48,64.16666666666667,67.70833333333333
120140,College_2,1,3,98,91,42,67,85,62,74.16666666666667,67.70833333333333
120140,College_2,1,4,64,96,89,62,50,95,76.0,67.70833333333333
120140,College_2,1,5,83,58,77,51,44,58,61.833333333333336,67.70833333333333
120140,College_2,1,6,53,92,63,64,50,60,63.666666666666664,67.70833333333333
120140,College_2,1,7,47,100,91,63,60,69,71.66666666666667,67.70833333333333
120140,College_2,1,8,72,42,52,85,50,87,64.66666666666667,67.70833333333333
120141,College_2,1,1,95,87,79,61,55,70,74.5,71.375
120141,College_2,1,2,79,41,72,92,74,89,74.5,71.375
120141,College_2,1,3,66,65,43,43,80,44,56.833333333333336,71.375
120141,College_2,1,4,91,72,65,93,43,99,77.16666666666667,71.375
120141,College_2,1,5,93,96,64,84,73,79,81.5,71.375
120141,College_2,1,6,77,88,100,64,51,55,72.5,71.375
120141,College_2,1,7,75,67,56,47,95,100,73.33333333333333,71.375
120141,College_2,1,8,48,82,40,50,82,62,60.666666666666664,71.375
120142,College_2,1,1,65,67,60,62,65,49,61.333333333333336,67.83333333333333
120142,College_2,1,2,82,54,41,97,53,53,63.333333333333336,67.83333333333333
120142,College_2,1,3,72,68,66,80,49,73,68.0,67.83333333333333
120142,College_2,1,4,66,77,73,47,85,44,65.33333333333333,67.83333333333333
120142,College_2,1,5,71,56,74,85,74,40,66.66666666666667,67.83333333333333
120142,College_2,1,6,75,82,100,74,43,72,74.33333333333333,67.83333333333333
120142,College_2,1,7,83,88,59,64,59,60,68.83333333333333,67.83333333333333
120142,College_2,1,8,57,77,54,87,92,82,74.83333333333333,67.83333333333333
120143,College_2,1,1,65,41,43,53,62,90,59.0,72.3125
120143,College_2,1,2,72,49,90,71,48,96,71.0,72.3125
120143,College_2,1,3,73,55,89,55,46,42,60.0,72.3125
120143,College_2,1,4,79,78,94,61,84,100,82.66666666666667,72.3125
120143,College_2,1,5,100,57,60,98,81,61,76.16666666666667,72.3125
120143,College_2,1,6,86,58,78,58,51,96,71.16666666666667,72.3125
120143,College_2,1,7,82,44,85,49,85,58,67.16666666666667,72.3125
120143,College_2,1,8,87,99,98,96,96,72,91.33333333333333,72.3125
120144,College_2,1,1,83,61,79,42,69,43,62.833333333333336,71.1875
120144,College_2,1,2,66,40,56,69,78,54,60.5,71.1875
120144,College_2,1,3,66,74,87,84,89,90,81.66666666666667,71.1875
120144,College_2,1,4,48,65,84,71,47,62,62.833333333333336,71.1875
120144,College_2,1,5,45,58,95,59,96,98,75.16666666666667,71.1875
120144,College_2,1,6,68,98,50,50,41,78,64.16666666666667,71.1875
120144,College_2,1,7,100,98,81,61,78,45,77.16666666666667,71.1875
120144,College_2,1,8,87,89,89,66,89,91,85.16666666666667,71.1875
120145,College_2,1,1,48,42,56,86,40,97,61.5,69.20833333333333
120145,College_2,1,2,71,70,80,83,56,55,69.16666666666667,69.20833333333333
120145,College_2,1,3,81,71,65,72,46,100,72.5,69.20833333333333
120145,College_2,1,4,46,61,82,44,82,84,66.5,69.20833333333333
120145,College_2,1,5,71,85,99,67,63,81,77.66666666666667,69.20833333333333
120145,College_2,1,6,71,40,96,45,74,52,63.0,69.20833333333333
120145,College_2,1,7,55,95,42,46,86,54,63.0,69.20833333333333
120145,College_2,1,8,95,46,100,92,82,67,80.33333333333333,69.20833333333333
120146,College_2,1,1,69,87,80,42,84,84,74.33333333333333,70.125
120146,College_2,1,2,92,83,71,85,75,74,80.0,70.125
120146,College_2,1,3,89,46,54,56,43,98,64.33333333333333,70.125
120146,College_2,1,4,68,85,55,64,59,88,69.83333333333333,70.125
120146,College_2,1,5,48,83,40,68,88,45,62.0,70.125
120146,College_2,1,6,68,74,99,80,57,85,77.16666666666667,70.125
120146,College_2,1,7,78,44,97,100,42,46,67.83333333333333,70.125
120146,College_2,1,8,52,52,97,65,47,80,65.5,70.125
120147,College_2,1,1,48,42,86,56,64,48,57.333333333333336,69.14583333333333
120147,College_2,1,2,82,91,93,51,41,53,68.5,69.14583333333333
120147,College_2,1,3,49,68,86,70,67,58,66.33333333333333,69.14583333333333
120147,College_2,1,4,84,73,56,90,86,45,72.33333333333333,69.14583333333333
120147,College_2,1,5,89,79,60,91,77,58,75.66666666666667,69.14583333333333
120147,College_2,1,6,64,73,43,97,73,58,68.0,69.14583333333333
120147,College_2,1,7,44,97,71,72,66,40,65.0,69.14583333333333
120147,College_2,1,8,78,66,78,97,88,73,80.0,69.14583333333333
120148,College_2,1,1,67,89,57,82,54,41,65.0,67.1875
120148,College_2,1,2,43,87,85,43,48,93,66.5,67.1875
120148,College_2,1,3,46,85,52,77,83,50,65.5,67.1875
120148,College_2,1,4,100,47,79,81,73,93,78.83333333333333,67.1875
120148,College_2,1,5,54,50,47,72,67,41,55.166666666666664,67.1875
120148,College_2,1,6,86,81,52,57,66,44,64.33333333333333,67.1875
120148,College_2,1,7,93,70,52,81,63,41,66.66666666666667,67.1875
120148,College_2,1,8,99,90,49,85,47,83,75.5,67.1875
120149,College_2,1,1,59,67,75,96,77,71,74.16666666666667,70.02083333333333
120149,College_2,1,2,48,74,62,71,84,73,68.66666666666667,70.02083333333333
120149,College_2,1,3,69,87,42,50,87,84,69.83333333333333,70.02083333333333
120149,College_2,1,4,51,45,69,60,42,100,61.166666666666664,70.02083333333333
120149,College_2,1,5,75,76,48,96,73,49,69.5,70.02083333333333
120149,College_2,1,6,87,63,46,100,44,97,72.83333333333333,70.02083333333333
120149,College_2,1,7,81,100,84,67,41,76,74.83333333333333,70.02083333333333
120149,College_2,1,8,76,72,77,63,61,66,69.16666666666667,70.02083333333333
120150,College_2,1,1,50,69,65,87,50,88,68.16666666666667,68.5625
120150,College_2,1,2,58,66,84,80,73,67,71.33333333333333,68.5625
120150,College_2,1,3,60,96,43,43,45,58,57.5,68.5625
120150,College_2,1,4,96,66,73,63,41,40,63.166666666666664,68.5625
120150,College_2,1,5,47,48,100,68,99,76,73.0,68.5625
120150,College_2,1,6,87,73,80,76,44,67,71.16666666666667,68.5625
120150,College_2,1,7,90,97,97,45,42,49,70.0,68.5625
120150,College_2,1,8,76,64,86,41,97,81,74.16666666666667,68.5625
120151,College_2,1,1,86,95,88,55,82,56,77.0,67.16666666666667
120151,College_2,1,2,77,46,52,85,84,97,73.5,67.16666666666667
120151,College_2,1,3,61,44,49,74,46,40,52.333333333333336,67.16666666666667
120151,College_2,1,4,70,84,62,78,53,90,72.83333333333333,67.16666666666667
120151,College_2,1,5,100,73,44,75,97,74,77.16666666666667,67.16666666666667
120151,College_2,1,6,41,43,53,79,45,64,54.166666666666664,67.16666666666667
120151,College_2,1,7,67,41,62,63,90,59,63.666666666666664,67.16666666666667
120151,College_2,1,8,74,47,94,43,93,49,66.66666666666667,67.16666666666667
120152,College_2,1,1,57,61,56,94,83,49,66.66666666666667,71.35416666666667
120152,College_2,1,2,90,95,84,65,60,41,72.5,71.35416666666667
120152,College_2,1,3,99,73,64,93,52,57,73.0,71.35416666666667
120152,College_2,1,4,64,45,49,99,88,45,65.0,71.35416666666667
120152,College_2,1,5,96,47,46,63,49,66,61.166666666666664,71.35416666666667
120152,College_2,1,6,95,82,96,54,88,43,76.33333333333333,71.35416666666667
120152,College_2,1,7,68,67,100,54,91,79,76.5,71.35416666666667
120152,College_2,1,8,88,56,81,88,87,78,79.66666666666667,71.35416666666667
120153,College_2,1,1,85,58,75,85,65,58,71.0,70.89583333333333
120153,College_2,1,2,67,42,51,51,41,54,51.0,70.89583333333333
120153,College_2,1,3,78,40,40,89,56,72,62.5,70.89583333333333
120153,College_2,1,4,98,90,96,62,95,80,86.83333333333333,70.89583333333333
120153,College_2,1,5,75,50,71,96,95,61,74.66666666666667,70.89583333333333
120153,College_2,1,6,76,42,81,97,43,48,64.5,70.89583333333333
120153,College_2,1,7,51,91,85,69,52,76,70.66666666666667,70.89583333333333
120153,College_2,1,8,73,81,90,95,84,93,86.0,70.89583333333333
120154,College_2,1,1,43,89,92,93,44,73,72.33333333333333,71.75
120154,College_2,1,2,70,52,85,62,77,95,73.5,71.75
120154,College_2,1,3,50,95,78,40,93,93,74.83333333333333,71.75
120154,College_2,1,4,70,50,92,46,59,69,64.33333333333333,71.75
120154,College_2,1,5,88,86,62,99,78,87,83.33333333333333,71.75
120154,College_2,1,6,90,73,79,59,75,41,69.5,71.75
120154,College_2,1,7,57,96,69,51,51,62,64.33333333333333,71.75
120154,College_2,1,8,55,66,54,93,67,96,71.83333333333333,71.75
120155,College_2,1,1,42,94,69,92,69,64,71.66666666666667,68.27083333333333
120155,College_2,1,2,79,77,47,72,88,63,71.0,68.27083333333333
120155,College_2,1,3,73,99,88,46,48,88,73.66666666666667,68.27083333333333
120155,College_2,1,4,60,52,49,69,53,96,63.166666666666664,68.27083333333333
120155,College_2,1,5,50,76,92,85,94,40,72.83333333333333,68.27083333333333
120155,College_2,1,6,83,56,69,41,65,75,64.83333333333333,68.27083333333333
120155,College_2,1,7,42,87,67,49,91,94,71.66666666666667,68.27083333333333
120155,College_2,1,8,45,49,51,95,53,51,57.333333333333336,68.27083333333333
120156,College_2,1,1,47,72,71,64,53,94,66.83333333333333,72.85416666666667
120156,College_2,1,2,57,42,90,63,58,44,59.0,72.85416666666667
120156,College_2,1,3,55,85,75,94,92,52,75.5,72.85416666666667
120156,College_2,1,4,95,95,46,80,64,74,75.66666666666667,72.85416666666667
120156,College_2,1,5,97,52,90,60,97,82,79.66666666666667,72.85416666666667
120156,College_2,1,6,88,91,59,96,94,72,83.33333333333333,72.85416666666667
120156,College_2,1,7,67,47,81,49,87,89,70.0,72.85416666666667
120156,College_2,1,8,84,57,74,80,48,94,72.83333333333333,72.85416666666667
120157,College_2,1,1,78,86,58,83,66,53,70.66666666666667,69.20833333333333
120157,College_2,1,2,72,77,89,82,98,62,80.0,69.20833333333333
120157,College_2,1,3,45,86,55,65,45,92,64.66666666666667,69.20833333333333
120157,College_2,1,4,63,55,45,97,71,59,65.0,69.20833333333333
120157,College_2,1,5,40,40,40,47,46,95,51.333333333333336,69.20833333333333
120157,College_2,1,6,71,80,46,93,77,95,77.0,69.20833333333333
120157,College_2,1,7,60,47,100,99,82,66,75.66666666666667,69.20833333333333
120157,College_2,1,8,59,58,72,72,68,87,69.33333333333333,69.20833333333333
120158,College_2,1,1,85,84,70,85,61,44,71.5,68.4375
120158,College_2,1,2,44,95,67,62,56,80,67.33333333333333,68.4375
120158,College_2,1,3,98,77,40,71,87,52,70.83333333333333,68.4375
120158,College_2,1,4,42,99,70,60,59,76,67.66666666666667,68.4375
120158,College_2,1,5,93,78,67,92,77,75,80.33333333333333,68.4375
120158,College_2,1,6,62,84,42,93,89,48,69.66666666666667,68.4375
120158,College_2,1,7,41,85,77,71,52,66,65.33333333333333,68.4375
120158,College_2,1,8,57,54,64,50,59,45,54.833333333333336,68.4375
120159,College_2,1,1,87,92,56,80,48,52,69.16666666666667,70.45833333333333
120159,College_2,1,2,97,51,92,66,82,75,77.16666666666667,70.45833333333333
120159,College_2,1,3,70,42,68,70,86,85,70.16666666666667,70.45833333333333
